Unnamed: 0,smiles,MW,clogp,tpsa,qed,bcl2,bclw,bclxl,mcl1,SAs,gsk3b,jnk3
242,COC(=O)C(=Cc1ccc(Cl)cc1)CN=[N+]=[N-],251.04615424,3.206700000000001,75.06,0.2708672953485099,4.555733680725098,4.699418067932129,4.214667797088623,5.440634250640869,2.7240577438700164,0.0,0.02
243,CCOC(=O)C1=C(C)NC(=S)NC1c1ccc(NC(=S)Nc2ccc(C(C)C)cc2)cc1,468.165368136,4.974800000000004,74.42,0.3496514143500917,5.273168563842773,4.774975299835205,4.7238054275512695,5.374607086181641,2.816873802079341,0.01,0.0
244,CC12CCC3C(CC(NCCc4c[nH]cn4)C4(O)CC(O)CCC34C)C1CCC2O,417.299142108,2.3997000000000006,101.4,0.5178555562572472,5.805441856384277,5.673488616943359,5.506934642791748,5.691954135894775,4.882298467127331,0.15,0.04
245,COc1ccc2c(c1)C(=O)NC1(CC2)CCN(Cc2ccncc2)C1,337.17902697600005,2.4109000000000007,54.46,0.934454924156146,5.050992965698242,4.91185474395752,4.719543933868408,4.4726667404174805,3.4154706551491856,0.12,0.03
246,CCc1ccc(C(=O)NNC(=O)CCc2nc(O)c3ccccc3n2)cc1,364.1535405,2.2916,104.21,0.6027279623321687,5.191528797149658,5.090892314910889,4.746179103851318,5.067018508911133,2.183024063736122,0.0,0.0
247,Cn1c(=O)[nH]c(=O)c2c1nc(SCCO)n2Cc1ccccc1Cl,366.05533902,1.2093999999999991,92.91,0.6619641292286358,4.440580368041992,4.8007683753967285,4.056905746459961,5.018007278442383,2.440236248306896,0.0,0.0
248,N#Cc1c(O)n(-c2ccccc2)c(=O)c2c(N)n[nH]c12,267.07562452800005,0.8732799999999998,120.72,0.6037719247584223,4.429524898529053,4.380021572113037,3.7125420570373535,5.542952060699463,2.7716825536331964,0.32,0.0
249,COC(=O)C(COC(C)(C)C)NC(=O)OC1Cc2cc(Br)ccc2OC1c1cccc(OC)c1,535.1205644,4.585400000000004,92.32,0.5181034618300657,5.849937438964844,4.767330169677734,5.469900131225586,5.608180999755859,3.579769558320653,0.01,0.03
250,Cc1cc(CC(CC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCCCC2)cc2cn[nH]c12,542.3005390760001,4.471320000000003,101.64,0.4798737268887844,6.84431266784668,6.878440380096436,7.230578422546387,6.599220275878906,3.3689741481144058,0.13,0.03
251,CNC(=O)C(NC(=O)C(CCCCOc1ccc(C(C)(C)C)cc1)CC(=O)NO)C(C)(C)C,463.304621412,3.3218000000000014,116.76,0.2281743372297641,7.612472057342529,6.635444641113281,6.722375392913818,5.278494834899902,3.257148097387584,0.0,0.05
252,C=CCNC(=O)NC(=O)COC(=O)CCCSc1nc2ccccc2[nH]1,376.12052612,1.9901999999999995,113.18,0.2669415982894498,4.344939708709717,4.571489810943604,3.824930191040039,4.68081521987915,2.4270355185696904,0.01,0.0
253,COc1cccc(C(=O)Nc2nc(-c3nnn(-c4ccccc4C(F)(F)F)c3C)ns2)c1,460.09292938,4.373920000000003,94.82,0.475233984502272,5.88796329498291,5.769465923309326,5.772175312042236,5.619910717010498,2.5714586654728606,0.02,0.01
254,CC(C)c1ccc(S(=O)(=O)n2cc(N3CCN(C)CC3)c3ccccc32)cc1,397.182398104,3.7535000000000034,45.55,0.6725810659116941,5.692050933837891,5.186148643493652,5.621594429016113,5.870424747467041,2.2476990733871034,0.05,0.03
255,CN(C)CCN1C(=O)c2oc3ccc(F)cc3c(=O)c2C1c1ccncc1,367.1332196560001,2.4339000000000004,66.65,0.7085908291974697,5.168585777282715,5.350271701812744,5.163208484649658,5.023135185241699,2.8752012999638588,0.13,0.04
256,CCCCNC(=O)NS(=O)(=O)c1ccc(OCc2no[n+]([O-])c2C#N)cc1,395.089954264,0.5466800000000002,161.26,0.4834520452463406,5.394349575042725,4.65056037902832,4.340583801269531,5.185544013977051,2.902662577222637,0.05,0.02
257,NC1NC(=S)NN=C1n1c(-c2ccccc2)c(C(=O)O)c2cc(Cl)ccc21,399.05567336799993,2.5840000000000005,104.67,0.4935993411618551,5.395270347595215,6.428715705871582,5.123930931091309,5.128123283386231,3.454442393081268,0.14,0.03
258,CN(C(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,497.1732899640001,1.230799999999999,138.57,0.52528864192648,6.007657051086426,4.94309663772583,5.072658061981201,6.605414867401123,2.4078823516433303,0.05,0.01
259,Nc1ccccc1NC(=O)CCCCCCC(=O)Nc1ccccc1N,354.205576072,3.7688000000000015,110.24,0.4056391606872506,4.8166351318359375,4.791210174560547,4.353936672210693,4.751950263977051,1.8986382212723925,0.0,0.0
260,Cc1ccc(-n2c(S)nnc2-c2ccc(Cl)cc2)cc1,301.044046064,4.184820000000002,30.71,0.7196921506962763,5.44645357131958,5.62397050857544,5.288006782531738,5.562374114990234,1.986248588913704,0.0,0.0
261,Cn1cc(CN2CCC3C2CCN3C(=O)Cc2cccc(F)c2)cn1,342.18558957600004,1.9771,41.370000000000005,0.8531274243438772,4.915066719055176,5.476364135742188,5.321786880493164,5.231874465942383,3.1920652811730985,0.03,0.04
262,CCc1c2c(c(C)c3c1C(=O)OC3)Oc1ccccc1O2,282.089208928,4.125820000000004,44.760000000000005,0.6295450928212724,5.072298049926758,4.778576850891113,4.5448198318481445,4.839468479156494,2.88145362043217,0.02,0.0
263,O=C(c1ccccc1-c1cccs1)N1CC2CN(c3nccc(-c4ccco4)n3)CC2C1,442.146346944,4.673500000000005,62.470000000000006,0.4594971504251784,6.334900379180908,6.0909199714660645,6.244505882263184,5.480299472808838,3.3540209695786274,0.08,0.01
264,CC1(O)CCCN(S(=O)(=O)c2ccc(C(C)(C)C)cc2)CC1,325.171164724,2.9097000000000017,57.61,0.9093777535522086,5.432729244232178,4.7440032958984375,4.461841583251953,5.54652214050293,2.6399565454464025,0.0,0.01
265,COC(O)=C1C(C)=NC(C)=C(C(=O)OCCN(C)CC2COc3ccccc3O2)C1c1ccccc1[N+](=O)[O-],537.2111149519999,4.157900000000003,132.96,0.2166286456390895,5.9969024658203125,5.022912502288818,5.000493049621582,6.003070831298828,3.715817785716004,0.07,0.01
266,COC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CC(C)C)N(C)C)C(O)c1ccccc1,449.288971348,1.885000000000001,107.97,0.4207276238553787,5.532098293304443,5.082204818725586,5.439271926879883,5.539934158325195,3.5166997574494294,0.0,0.0
267,Cc1ccc(S(N)(=O)=O)cc1NC(=O)C=Cc1ccc2c(c1)OCO2,360.07799261199995,2.02302,107.72,0.8112398380813068,5.505586624145508,5.192682266235352,4.721969604492188,5.81110954284668,2.1772235438689496,0.04,0.0
268,COCCC1CCCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,372.227374136,2.6329400000000005,85.17,0.838973750546594,5.2597198486328125,4.709916591644287,4.27277946472168,4.980597496032715,3.106348263526612,0.01,0.03
269,O=C(Sc1cccc(Cl)c1)c1cc2cc(CCl)ccc2oc1=O,363.97277054,5.117700000000002,47.28,0.3673176566475292,5.852938175201416,6.675130367279053,6.06616735458374,6.003167152404785,2.5309766960507574,0.03,0.02
270,CCOC(=O)C1CCN(c2nc3ccc(N)cc3nc2N2CCC(C(=O)OCC)CC2)CC1,455.253254536,2.771000000000001,110.88,0.5190063761418114,5.235029220581055,4.593579292297363,4.00146484375,5.93476676940918,2.545564285987318,0.01,0.0
271,CNc1cc(CCNS(=O)(=O)c2ccccc2)nc(-c2ccccn2)n1,369.1259458480001,2.1013,96.87,0.6619669172300223,4.932740211486816,4.564700126647949,4.279557704925537,4.614792823791504,2.291537181771353,0.02,0.04
272,COc1ccc(CN2CCCC(CO)(Cc3ccc(F)cc3F)C2)cc1,361.1853354800001,3.790600000000003,32.7,0.8497085919951352,5.849302768707275,5.418707847595215,5.410397529602051,5.037131309509277,2.665290772441232,0.0,0.0
273,Cn1c2c(c3ccccc31)CCNC2,186.115698448,1.824,16.96,0.6638220358238597,4.952142238616943,4.8161163330078125,4.464901924133301,5.531146049499512,2.355744375560807,0.06,0.0
274,CSCCC(NC(=O)c1cccc(CN(C)Cc2c[nH]cn2)c1)C(=O)O,376.156911628,1.9778,98.32,0.586474293867298,4.415658950805664,5.224957942962647,4.394073486328125,4.835935592651367,2.974295890203884,0.05,0.04
275,O=C1OC(C(O)CO)C(O)=C1O,176.032087976,-1.4073999999999995,107.22,0.3850054008235984,2.52016544342041,2.829657077789306,2.4749913215637207,3.5755953788757324,3.678476201937791,0.01,0.01
276,CC1CCCN(c2c(NCc3ccc(C(=O)N4CC=C(c5ccccc5)CC4)cc3)c(=O)c2=O)C1,469.236541852,4.060500000000003,69.72,0.551627880535198,7.003223896026611,7.113256454467773,7.56788969039917,6.112149238586426,2.977425816115387,0.0,0.02
277,CC1CCCN1CCCOc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1,377.210327104,3.853700000000004,47.36,0.6123173724247162,4.951728820800781,4.193179130554199,3.4950826168060303,5.742856502532959,2.5932866839580893,0.06,0.01
278,O=C1OCCC1Sc1cccc2cccnc12,245.051049592,2.6424000000000003,39.19,0.7624320135582736,4.751006603240967,4.627641201019287,4.828893184661865,4.66609001159668,2.853990575836839,0.02,0.0
279,O=C1C2=Cc3ccccc3OCC2=NN1c1ccccc1,276.089877624,2.865200000000001,41.9,0.8033635005548004,4.914137840270996,4.973616123199463,4.408900260925293,5.038708686828613,2.484114340035146,0.01,0.01
280,Cc1nn(C2CCCCC2)c2sc(C(=O)NC3CCC(N4CCC(O)CC4)CC3)cc12,444.255897392,4.409120000000003,70.39,0.7328628875190419,5.7462358474731445,5.61175012588501,5.067363739013672,6.037226676940918,2.7126283189870133,0.03,0.06
281,Cc1ccc(-n2c(C3COC(C)(C)O3)nc(-c3ccccc3)c2-c2ccccc2)cc1,410.199428072,6.338720000000006,36.28,0.3938699001816652,5.858480930328369,4.888332366943359,4.729883193969727,6.239381790161133,2.914562159137141,0.06,0.01
282,CCC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OCCN1CCOC1=O)S(=O)(=O)c1ccc(OC)cc1,577.2457862079998,2.882600000000002,134.70999999999998,0.330076076624491,5.661850452423096,4.792062282562256,4.960456848144531,6.791197299957275,3.6136562878098175,0.02,0.02
283,CC(=O)c1ccc(NC(=O)C(C)OC(=O)CCNC2=NS(=O)(=O)c3ccccc32)cc1,443.115106392,1.8882,131.0,0.4933969119820412,4.86878776550293,5.088545799255371,4.883080005645752,5.112671852111816,2.8174232324824,0.01,0.0
284,CC(=O)N1CCc2c(c(-c3ccc(Cl)cc3)nn2CC(O)CN2CCN(c3ccccc3Cl)CC2)C1,527.185480592,3.944600000000003,64.84,0.5253691514621386,4.658222198486328,4.57933235168457,4.037085056304932,4.237008571624756,3.018769216977134,0.05,0.02
285,CCOC(=O)N1CCN(C(=O)CSc2nnc(-c3cccc(OC)c3)o2)CC1,406.131090804,2.138,98.0,0.6731937280671224,4.435085296630859,4.533288955688477,4.107258796691895,4.418853282928467,2.21643139081651,0.01,0.0
286,Brc1ccc(SCc2cccc(CSc3ccc(Br)cc3)n2)cc1,478.9012656800001,7.191200000000005,12.89,0.3461592312537985,5.251372814178467,5.703290939331055,4.740521430969238,5.628799915313721,2.226032144649359,0.03,0.0
