Unnamed: 0,smiles,MW,clogp,tpsa,qed,bcl2,bclw,bclxl,mcl1,SAs
356,COc1ccc(S(=O)(=O)N2CCN(C(=O)CCc3nc(O)c4c5c(sc4n3)CCC5)CC2)cc1[N+](=O)[O-],547.11954014,2.2681000000000004,156.07000000000002,0.3461423812939431,5.479833602905273,5.035146236419678,4.336580753326416,5.249856472015381,2.7978182463948453
357,CCN(c1ccccc1)S(=O)(=O)c1ccc(N2CCN(C3CCS(=O)(=O)C3)CC2)c([N+](=O)[O-])c1,508.145026616,2.1191000000000004,121.14,0.4118815024850781,7.300467967987059,6.39586353302002,6.292223930358887,5.976189613342285,2.9888195479577604
358,CCCCCN(C(=O)CN1C(=O)c2cccc([N+](=O)[O-])c2C1=O)c1c(O)nc(=O)n(CCCC)c1N,500.201947236,2.0588,181.97000000000003,0.2017761178963664,3.926826000213623,3.711383819580078,3.4998159408569336,4.121363162994385,2.997516293136771
359,CS(=O)(=O)c1ccc(NCCNC(=O)CCn2cnc3sc4c(c3c2=O)CCCC4)c([N+](=O)[O-])c1,519.12462552,2.2669000000000006,153.30000000000004,0.2479542815074706,5.654531955718994,5.712223529815674,5.24242115020752,5.768481731414795,2.675682508629201
360,O=C(NCCNc1ccccc1[N+](=O)[O-])c1cc(S(=O)(=O)N2CCCCC2)ccc1N1CCOCC1,517.199504712,2.4479,134.11999999999998,0.2943224247545157,4.744208335876465,5.231437683105469,4.411104202270508,5.60556697845459,2.417382501546946
361,O=C(c1ccc(N2CCCC2)c([N+](=O)[O-])c1)N1CCN(S(=O)(=O)c2cccc3nsnc23)CC1,502.109309804,2.3464,129.85,0.3839175220875828,5.626795291900635,5.687112331390381,4.916760444641113,5.38021183013916,2.5331376348496626
362,Cc1c(NS(=O)(=O)c2ccc(N3CCN(C(=O)C(C)C)CC3)c([N+](=O)[O-])c2)c(=O)n(-c2ccccc2)n1C,542.1947536800001,2.4980200000000004,139.79000000000002,0.3573364739332295,6.199956893920898,5.685378074645996,5.738465309143066,5.7857346534729,2.5980972094903745
363,O=[N+]([O-])c1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCN(S(=O)(=O)c2c(Cl)cccc2Cl)CC1,564.0306964040001,2.4334000000000007,130.36999999999998,0.3858374920217196,5.200240135192871,5.064794063568115,5.472898483276367,5.820469856262207,2.482840470402333
364,CCCCn1c(N)c(N(CCOC)C(=O)c2ccc(Cn3nc(C)c([N+](=O)[O-])c3C)cc2)c(O)nc1=O,513.2335817119999,2.3942400000000013,171.64,0.288312794586233,5.544162750244141,5.134994029998779,4.88787841796875,6.381318092346191,2.973538909585425
365,CCN(CC)S(=O)(=O)c1ccc(N2CCN(C(=O)CCn3cnc4ccccc4c3=O)CC2)c([N+](=O)[O-])c1,542.1947536800001,2.0741,138.96000000000004,0.2958252213027237,6.968316555023193,6.443668365478516,7.872410774230957,5.779477119445801,2.53575309315678
366,CCN(CC)S(=O)(=O)c1cc(C(=O)N2CCN(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)CC2)ccc1C,524.1399412359999,2.08042,138.21,0.3805669107281725,5.687493324279785,5.6016526222229,6.310161590576172,5.551739692687988,2.3343300951779917
